lat,lng,name,id,url,branch
-39.2370816,175.55798619999996,Mt Ruapehu Urgent Care Clinics,im:38cfc5cd-ba14-4092-930a-1cbfa75d9c26,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/mt-ruapehu-urgent-care-clinics/,primary
-43.548303,172.622289,"314 Selwyn Street, Spreydon, Christchurch ",im:1bd644d4-774d-47fd-a328-70f804631a66,/314-selwyn-street-spreydon-christchurch/,primary
-41.302008,174.7797243,Wellington Accident and Urgent Medical Centre,im:f9bcb6eb-bf85-41c0-be75-00dccfb50c2b,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/wellington-accident-and-urgent-medical-centre/,primary
-43.5214739,172.64190889999998,24 Hour Surgery Pegasus Health,im:05be7691-7d41-43ee-98fc-95286573aeae,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/24-hour-surgery-pegasus-health/,primary
-37.0621494,174.94856949999996,Clevedon Road Medical Centre,im:75bb217d-9b76-4629-9e12-8c9d4d303375,/gps-accident-urgent-medical-care/gp/clevedon-road-medical-centre/,primary
-36.94697459999999,174.84563690000004,"507 Great South Road, Ōtāhuhu, Auckland",im:7e6288f5-d37c-44a3-8fd8-a2bd22704f0a,/507-great-south-road-otahuhu-auckland/,primary
-35.1093614,173.76453519999995,Whānau Ora Community Clinic - Kaeo,im:e1d2ab17-0895-48bb-b4a0-12dad21eb5d7,/gps-accident-urgent-medical-care/gp/whanau-ora-community-clinic-kaeo/,primary
-36.85323209999999,174.7673185,AUT Student Health,im:8b1f6ae9-8650-48c6-89b5-8b8f2355fd93,/gps-accident-urgent-medical-care/tertiary-student-health-clinic/aut-student-health/,primary
-36.79755505,174.75757872014827,AUT Student Health,im:8b1f6ae9-8650-48c6-89b5-8b8f2355fd93,/gps-accident-urgent-medical-care/tertiary-student-health-clinic/aut-student-health/,primary
-46.4283689,168.3616368,South City Medical Centre (Invercargill),im:9cc503ae-4425-4445-8aec-3f6f895d470b,/gps-accident-urgent-medical-care/gp/south-city-medical-centre-invercargill/,primary
-37.963921365039326,176.97855055332184,Whakatane Hospital ED - GP Clinic,im:a92d595b-9ef5-462e-9560-9ed0f4d5eee8,/gps-accident-urgent-medical-care/gp/whakatane-hospital-ed-gp-clinic/,primary
-45.8720769,170.50262939999993,Dunedin Urgent Doctors & Accident Centre,im:a999ff7b-8e37-4517-8af1-a7e2f8e26b01,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/dunedin-urgent-doctors-accident-centre/,primary
-40.943687,175.6697511,First Health and Wellness Centre,im:b3b371f6-cf46-4e30-8cb4-8dcb9099cc04,/community-health-and-social-services/community-health/first-health-and-wellness-centre/,social
-41.282245,174.7459522,Karori Village Health Centre,im:b8c8e8fd-236b-4af3-9e04-c3332a8e95a4,/gps-accident-urgent-medical-care/gp/karori-village-health-centre/,primary
-45.97037470000001,168.03139469999996,Nightcaps Medical Centre,im:be02158e-6ae0-4096-8f1b-52ad52dcc23b,/gps-accident-urgent-medical-care/gp/nightcaps-medical-centre/,primary
-41.2030999,174.92825730000004,Hutt Valley After Hours Medical Centre,im:f37cc47d-876b-44a0-8efb-d67de3838d8c,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/hutt-valley-after-hours-medical-centre/,primary
-37.0600374,174.9412909,"Auckland Counties Medical Integrated Health Centre, 6-18 O'Shannessey Street, Papakura, Auckland",im:f4c77376-938f-461e-bcb7-4c2386efccdf,/auckland-counties-medical-integrated-health/,primary
-37.035014,174.9069501,"2 Te Napi Drive, Takanini",im:f21bacbf-6e31-484d-8a01-582b4a2e8da5,/2-te-napi-drive-takanini/,primary
-40.94808769999999,175.67772509999998,"Masterton Medical Centre, 4 Colombo Road, Lansdowne, Masterton",im:0ede4996-bd8d-4f1a-a87e-e81bbb73baa4,/masterton-medical-centre-4-colombo-road-lansdowne/,primary
-40.4028474,175.58280190000005,Defence Health Centre - Linton,im:141dc961-0383-4098-a54d-72a806142b1f,/gps-accident-urgent-medical-care/armed-forces-health-clinic/defence-health-centre-linton/,primary
-36.8617109,174.62140090000003,Rathgar Medical & Surgical Centre,im:1ec98d1f-72ae-4696-bbd6-2ada56a7b83e,/gps-accident-urgent-medical-care/gp/rathgar-medical-surgical-centre/,primary
-36.9223969,174.91370040000004,East Care Urgent Care,im:25803f21-34c2-4c60-8899-9138b8aae731,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/east-care-urgent-care/,primary
-41.14635826073668,174.8348593711853,"Kenepuru Accident & Medical Clinic | Capital, Coast and Hutt Valley",im:2a735737-97a2-49e4-9bc2-8cfa3f87fc62,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/kenepuru-accident-medical-clinic-capital/,primary
-36.8870368,174.64445479999995,Local Doctors Glendene - GP,im:361b47b6-1154-443b-baa6-26fa3a6e0d25,/gps-accident-urgent-medical-care/gp/local-doctors-glendene-gp/,primary
-37.68918110000001,176.16820080000002,Accident and HealthCare,im:3affebae-9707-4da7-ab43-325839e074eb,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/accident-and-healthcare/,primary
-46.1942232,168.86668480000003,Mataura Medical Centre,im:3e9f0658-0388-47ca-8e7a-ff70e28b74e9,/gps-accident-urgent-medical-care/gp/mataura-medical-centre/,primary
-38.1254194,178.31575120000002,Tokomaru Bay Community Health Centre,im:40e18173-abc6-4dc7-b3e9-bb7703cc817f,/gps-accident-urgent-medical-care/gp/tokomaru-bay-community-health-centre/,primary
-40.33696777624644,175.8660882711411,Woodville Health Centre,im:5d45022e-ff11-4b77-b4c5-d69a9bedd52f,/gps-accident-urgent-medical-care/nurse-led-practice/woodville-health-centre/,primary
-46.4153402,168.34772420000002,"40 Clyde Street, Invercargill",im:deb810f5-22e4-48bf-9640-91cadc1898aa,/40-clyde-street-invercargill-1/,primary
-40.8962645,174.9832264,Doctors Cammack & Evans,im:27c433c1-fd64-41ff-9bc7-5077899f86fb,/gps-accident-urgent-medical-care/gp/doctors-cammack-evans/,primary
-38.7954089,176.0790906,Whiria Te Tāngata o Taupō Moana,im:e3cb1d9f-3125-4d26-a744-f4ec501a1e34,/gps-accident-urgent-medical-care/gp/whiria-te-tangata-o-taupo-moana/,primary
-38.98085,175.8030705,Whiria Te Tāngata o Taupō Moana,im:e3cb1d9f-3125-4d26-a744-f4ec501a1e34,/gps-accident-urgent-medical-care/gp/whiria-te-tangata-o-taupo-moana/,primary
-38.6861256,176.0675114,Whiria Te Tāngata o Taupō Moana,im:e3cb1d9f-3125-4d26-a744-f4ec501a1e34,/gps-accident-urgent-medical-care/gp/whiria-te-tangata-o-taupo-moana/,primary
-41.2932266,174.77876479999998,Port Nicholson Medical Centre,im:7022d7c4-a61c-4430-9bbd-04950156f4f0,/gps-accident-urgent-medical-care/gp/port-nicholson-medical-centre/,primary
-36.84413980000001,174.7600248,Dr Glenn Marriott,im:3d212766-0e11-4cb3-8c53-17546fe21b5a,/gps-accident-urgent-medical-care/gp/dr-glenn-marriott/,primary
-35.6268568,174.5096694,Ngunguru Medical Centre,im:1204648d-bba0-49ec-b1d8-cacafe5b9fce,/gps-accident-urgent-medical-care/gp/ngunguru-medical-centre/,primary
-35.5964804,174.28566309999997,Hikurangi Medical Centre,im:973b4b06-bf33-4446-9b0e-8aa160f2ca9f,/gps-accident-urgent-medical-care/gp/hikurangi-medical-centre/,primary
-36.628338,174.731454,Stanmore Bay Medical,im:6e79cfe7-f178-4c20-bceb-a4f62e332b5c,/gps-accident-urgent-medical-care/gp/stanmore-bay-medical/,primary
-38.8844091,175.26340649999997,Pfeffer Medical Services,im:eba734e5-4f93-47d3-9351-f577154ead80,/gps-accident-urgent-medical-care/gp/pfeffer-medical-services/,primary
-36.9031971,174.7419962,GP Central - Dominion,im:d512ce42-624f-486c-9d44-3d175f3eaaf9,/gps-accident-urgent-medical-care/gp/gp-central-dominion/,primary
-36.8936928,174.8095571,Ellerslie Medical Centre,im:c9c00fd1-30bc-4f9d-9d42-f1155274967a,/gps-accident-urgent-medical-care/gp/ellerslie-medical-centre/,primary
-36.784107938385745,174.7535079717636,Shorecare Urgent Care Smales Farm,im:68362088-25e7-4554-80ea-cd91cf37cb7a,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/shorecare-urgent-care-smales-farm/,primary
-36.7305721,174.7243627,Shorecare Urgent Care Greville Road,im:928c87e7-a61f-4c06-97cb-c66f276b0330,/gps-accident-urgent-medical-care/accident-urgent-medical-care-ae/shorecare-urgent-care-greville-road/,primary
-41.12416020000001,175.07439350000004,Vibe Youth Clinic Upper Hutt,im:7280e242-1eac-44d7-bced-c61b79821c3e,/gps-accident-urgent-medical-care/youth-health/vibe-youth-clinic-upper-hutt/,primary
-37.7280481,176.1357911,Tend Greerton Medical Centre,im:32e55f69-3f02-4750-94a9-9b43b779bb9e,/gps-accident-urgent-medical-care/gp/tend-greerton-medical-centre/,primary
-37.0374844,174.88871629999994,Whanau Ora Community Clinic - Mahia Road,im:05b27b5b-88dc-4205-ac30-ab0b55d4db43,/gps-accident-urgent-medical-care/gp/whanau-ora-community-clinic-mahia-road/,primary
